Lineup,Count,Expected Dupes (Simple Method),Slate Id,Simmed Duplicates
CPT DK Metcalf FLEX Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Pat Freiermuth FLEX Anthony Miller,6,8.0,1181,8.0
CPT Alex Collins FLEX DK Metcalf FLEX Diontae Johnson FLEX Tyler Lockett FLEX James Washington FLEX Jason Myers,3,7.0,1181,0.0
CPT Steelers  FLEX Najee Harris FLEX DK Metcalf FLEX Gerald Everett FLEX Chris Boswell FLEX Jason Myers,1,6.0,1181,0.0
CPT Alex Collins FLEX Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX Gerald Everett FLEX Freddie Swain,1,20.0,1181,2.0
CPT Geno Smith FLEX Najee Harris FLEX Chase Claypool FLEX Alex Collins FLEX Gerald Everett FLEX Travis Homer,1,5.0,1181,2.0
CPT Chris Boswell FLEX Najee Harris FLEX Geno Smith FLEX Chase Claypool FLEX Tyler Lockett FLEX Pat Freiermuth,2,3.0,1181,0.0
CPT DK Metcalf FLEX Najee Harris FLEX Geno Smith FLEX Steelers  FLEX Seahawks  FLEX Pat Freiermuth,2,2.0,1181,2.0
CPT Alex Collins FLEX Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX James Washington FLEX Ray-Ray McCloud III,3,4.0,1181,0.0
CPT Alex Collins FLEX Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Mason Rudolph FLEX Anthony Miller,1,0.0,1181,1.0
CPT Alex Collins FLEX Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Mason Rudolph FLEX Benny Snell Jr.,1,0.0,1181,0.0
CPT DK Metcalf FLEX Najee Harris FLEX Geno Smith FLEX James Washington FLEX Eric Ebron FLEX Pat Freiermuth,1,3.0,1181,0.0
CPT Pat Freiermuth FLEX Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Steelers  FLEX James Washington,2,2.0,1181,1.0
CPT DK Metcalf FLEX Najee Harris FLEX Ben Roethlisberger FLEX Alex Collins FLEX James Washington FLEX Kalen Ballage,1,0.0,1181,5.0
CPT Diontae Johnson FLEX Ben Roethlisberger FLEX Alex Collins FLEX James Washington FLEX Gerald Everett FLEX Jason Myers,2,7.0,1181,1.0
CPT Alex Collins FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Diontae Johnson FLEX Tyler Lockett FLEX Benny Snell Jr.,8,5.0,1181,5.0
CPT Will Dissly FLEX Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Chase Claypool FLEX Gerald Everett,2,1.0,1181,0.0
CPT Alex Collins FLEX Geno Smith FLEX DK Metcalf FLEX Chase Claypool FLEX Steelers  FLEX Chris Boswell,3,11.0,1181,1.0
CPT Jason Myers FLEX Najee Harris FLEX Geno Smith FLEX Chase Claypool FLEX Alex Collins FLEX Seahawks ,1,0.0,1181,0.0
CPT Diontae Johnson FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Steelers  FLEX Eric Ebron FLEX Will Dissly,1,3.0,1181,0.0
CPT Jason Myers FLEX Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX James Washington FLEX Gerald Everett,1,1.0,1181,0.0
CPT Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Tyler Lockett FLEX Ray-Ray McCloud III FLEX Will Dissly,3,10.0,1181,0.0
CPT Chase Claypool FLEX Najee Harris FLEX Tyler Lockett FLEX Alex Collins FLEX Eric Ebron FLEX Pat Freiermuth,1,10.0,1181,0.0
CPT Najee Harris FLEX Diontae Johnson FLEX Tyler Lockett FLEX Steelers  FLEX James Washington FLEX Travis Homer,1,9.0,1181,1.0
CPT Ben Roethlisberger FLEX Najee Harris FLEX Geno Smith FLEX James Washington FLEX Chris Boswell FLEX Will Dissly,5,4.0,1181,1.0
CPT Ben Roethlisberger FLEX Geno Smith FLEX DK Metcalf FLEX Alex Collins FLEX Chris Boswell FLEX Ray-Ray McCloud III,2,3.0,1181,0.0
CPT Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX James Washington FLEX Chris Boswell FLEX Jason Myers,96,23.0,1181,46.0
CPT Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX James Washington FLEX Chris Boswell FLEX DeeJay Dallas,1,47.0,1181,0.0
CPT James Washington FLEX Najee Harris FLEX Diontae Johnson FLEX Tyler Lockett FLEX Alex Collins FLEX Gerald Everett,45,15.0,1181,17.0
CPT Tyler Lockett FLEX DK Metcalf FLEX Diontae Johnson FLEX Alex Collins FLEX Gerald Everett FLEX Chris Boswell,2,15.0,1181,2.0
CPT Najee Harris FLEX DK Metcalf FLEX Tyler Lockett FLEX Steelers  FLEX Gerald Everett FLEX Eric Ebron,8,11.0,1181,8.0
CPT Geno Smith FLEX Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX DeeJay Dallas FLEX Penny Hart,4,3.0,1181,4.0
CPT Geno Smith FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Steelers  FLEX Chris Boswell FLEX Eric Ebron,1,4.0,1181,0.0
CPT Pat Freiermuth FLEX Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Freddie Swain FLEX Will Dissly,1,2.0,1181,0.0
CPT Chris Boswell FLEX Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Chase Claypool FLEX Travis Homer,3,2.0,1181,1.0
CPT DK Metcalf FLEX Ben Roethlisberger FLEX Geno Smith FLEX Alex Collins FLEX Chris Boswell FLEX Ray-Ray McCloud III,2,5.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX James Washington FLEX Freddie Swain FLEX Travis Homer,2,16.0,1181,0.0
CPT Najee Harris FLEX Geno Smith FLEX Tyler Lockett FLEX Alex Collins FLEX Ray-Ray McCloud III FLEX Zach Gentry,1,0.0,1181,0.0
CPT Eric Ebron FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Tyler Lockett FLEX Alex Collins FLEX Steelers ,2,2.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX Chris Boswell FLEX Seahawks  FLEX Will Dissly,1,6.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX Alex Collins FLEX James Washington FLEX Phillip Dorsett II,1,1.0,1181,8.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX Chris Boswell FLEX Jason Myers FLEX Anthony Miller,1,8.0,1181,0.0
CPT James Washington FLEX Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Alex Collins FLEX Travis Homer,2,5.0,1181,0.0
CPT Eric Ebron FLEX Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX Alex Collins FLEX James Washington,5,2.0,1181,1.0
CPT Najee Harris FLEX Geno Smith FLEX Tyler Lockett FLEX Alex Collins FLEX Freddie Swain FLEX Penny Hart,1,7.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Gerald Everett FLEX Eric Ebron FLEX Freddie Swain,5,18.0,1181,3.0
CPT Steelers  FLEX Najee Harris FLEX Alex Collins FLEX James Washington FLEX Gerald Everett FLEX Chris Boswell,1,8.0,1181,0.0
CPT Ben Roethlisberger FLEX Najee Harris FLEX Diontae Johnson FLEX Steelers  FLEX James Washington FLEX Travis Homer,15,3.0,1181,11.0
CPT Ben Roethlisberger FLEX Najee Harris FLEX Diontae Johnson FLEX James Washington FLEX Pat Freiermuth FLEX Freddie Swain,8,9.0,1181,3.0
CPT Geno Smith FLEX Najee Harris FLEX Alex Collins FLEX Mason Rudolph FLEX Chris Boswell FLEX Seahawks ,1,0.0,1181,0.0
CPT Geno Smith FLEX Najee Harris FLEX DK Metcalf FLEX Steelers  FLEX Gerald Everett FLEX DeeJay Dallas,1,9.0,1181,0.0
CPT James Washington FLEX Ben Roethlisberger FLEX Geno Smith FLEX Diontae Johnson FLEX Alex Collins FLEX Chris Boswell,9,13.0,1181,4.0
CPT DK Metcalf FLEX Najee Harris FLEX Geno Smith FLEX James Washington FLEX Chris Boswell FLEX Will Dissly,3,6.0,1181,1.0
CPT Seahawks  FLEX Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Tyler Lockett FLEX Pat Freiermuth,2,2.0,1181,1.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX Tyler Lockett FLEX Freddie Swain FLEX Travis Homer,11,11.0,1181,2.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX James Washington FLEX Jason Myers FLEX Freddie Swain,2,12.0,1181,1.0
CPT Pat Freiermuth FLEX Najee Harris FLEX Geno Smith FLEX Chase Claypool FLEX Tyler Lockett FLEX Chris Boswell,1,5.0,1181,1.0
CPT Alex Collins FLEX Najee Harris FLEX Geno Smith FLEX Chase Claypool FLEX Steelers  FLEX Anthony Miller,1,4.0,1181,1.0
CPT Diontae Johnson FLEX Geno Smith FLEX Tyler Lockett FLEX Alex Collins FLEX Eric Ebron FLEX Ray-Ray McCloud III,1,2.0,1181,0.0
CPT Steelers  FLEX Najee Harris FLEX Ben Roethlisberger FLEX Alex Collins FLEX Gerald Everett FLEX Seahawks ,1,4.0,1181,0.0
CPT Jason Myers FLEX Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Steelers  FLEX Gerald Everett,1,1.0,1181,0.0
CPT DK Metcalf FLEX Najee Harris FLEX Geno Smith FLEX Chris Boswell FLEX Eric Ebron FLEX Freddie Swain,1,7.0,1181,1.0
CPT Diontae Johnson FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Alex Collins FLEX Gerald Everett FLEX Benny Snell Jr.,1,4.0,1181,0.0
CPT Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Steelers  FLEX Jason Myers FLEX Benny Snell Jr.,1,5.0,1181,0.0
CPT Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX Steelers  FLEX Chris Boswell FLEX Ray-Ray McCloud III,4,11.0,1181,0.0
CPT Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Steelers  FLEX Jason Myers FLEX Anthony Miller,2,8.0,1181,0.0
CPT Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Mason Rudolph FLEX Steelers  FLEX DeeJay Dallas,1,0.0,1181,3.0
CPT Chase Claypool FLEX Najee Harris FLEX Tyler Lockett FLEX Alex Collins FLEX Chris Boswell FLEX Will Dissly,1,17.0,1181,0.0
CPT Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Steelers  FLEX James Washington FLEX Benny Snell Jr.,8,6.0,1181,2.0
CPT Chase Claypool FLEX Najee Harris FLEX Diontae Johnson FLEX Tyler Lockett FLEX Chris Boswell FLEX DeeJay Dallas,22,61.0,1181,9.0
CPT Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Steelers  FLEX James Washington FLEX Anthony Miller,11,9.0,1181,5.0
CPT Ben Roethlisberger FLEX Najee Harris FLEX Geno Smith FLEX Alex Collins FLEX Freddie Swain FLEX Penny Hart,1,2.0,1181,0.0
CPT Najee Harris FLEX DK Metcalf FLEX Tyler Lockett FLEX Alex Collins FLEX James Washington FLEX Phillip Dorsett II,1,1.0,1181,0.0
CPT Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX James Washington FLEX Freddie Swain FLEX Travis Homer,1,13.0,1181,0.0
CPT Tyler Lockett FLEX Najee Harris FLEX Alex Collins FLEX Chris Boswell FLEX Jason Myers FLEX Freddie Swain,1,8.0,1181,0.0
CPT DeeJay Dallas FLEX Ben Roethlisberger FLEX Geno Smith FLEX DK Metcalf FLEX Diontae Johnson FLEX Will Dissly,1,2.0,1181,0.0
CPT Seahawks  FLEX Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Diontae Johnson FLEX Travis Homer,2,1.0,1181,3.0
CPT Alex Collins FLEX Ben Roethlisberger FLEX Geno Smith FLEX Tyler Lockett FLEX Gerald Everett FLEX Chris Boswell,1,11.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX Tyler Lockett FLEX Pat Freiermuth FLEX Travis Homer,49,17.0,1181,13.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX James Washington FLEX Jason Myers FLEX Pat Freiermuth,23,18.0,1181,8.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX James Washington FLEX Pat Freiermuth FLEX DeeJay Dallas,2,37.0,1181,0.0
CPT Chase Claypool FLEX Najee Harris FLEX Geno Smith FLEX Chris Boswell FLEX Pat Freiermuth FLEX DeeJay Dallas,1,20.0,1181,0.0
CPT Tyler Lockett FLEX Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Chris Boswell FLEX Kalen Ballage,1,0.0,1181,6.0
CPT James Washington FLEX Geno Smith FLEX DK Metcalf FLEX Diontae Johnson FLEX Alex Collins FLEX Chris Boswell,3,11.0,1181,1.0
CPT Tyler Lockett FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Alex Collins FLEX Gerald Everett FLEX Pat Freiermuth,1,12.0,1181,1.0
CPT Chase Claypool FLEX Najee Harris FLEX Geno Smith FLEX Alex Collins FLEX Gerald Everett FLEX DeeJay Dallas,1,33.0,1181,1.0
CPT Diontae Johnson FLEX Najee Harris FLEX Chase Claypool FLEX Steelers  FLEX Jason Myers FLEX Seahawks ,2,3.0,1181,1.0
CPT DK Metcalf FLEX Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Ray-Ray McCloud III FLEX Will Dissly,2,5.0,1181,0.0
CPT DK Metcalf FLEX Najee Harris FLEX Diontae Johnson FLEX Steelers  FLEX James Washington FLEX Travis Homer,1,4.0,1181,0.0
CPT DK Metcalf FLEX Najee Harris FLEX Diontae Johnson FLEX James Washington FLEX Pat Freiermuth FLEX Freddie Swain,1,13.0,1181,0.0
CPT Geno Smith FLEX Najee Harris FLEX Diontae Johnson FLEX Tyler Lockett FLEX Freddie Swain FLEX DeeJay Dallas,32,25.0,1181,20.0
CPT Geno Smith FLEX Najee Harris FLEX Alex Collins FLEX Steelers  FLEX James Washington FLEX Gerald Everett,4,6.0,1181,3.0
CPT Ben Roethlisberger FLEX Najee Harris FLEX DK Metcalf FLEX Chris Boswell FLEX Jason Myers FLEX Anthony Miller,1,2.0,1181,0.0
CPT Geno Smith FLEX Najee Harris FLEX DK Metcalf FLEX Alex Collins FLEX James Washington FLEX Penny Hart,1,2.0,1181,3.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Steelers  FLEX Eric Ebron FLEX Anthony Miller,2,4.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Steelers  FLEX Eric Ebron FLEX Benny Snell Jr.,2,2.0,1181,1.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Eric Ebron FLEX Freddie Swain FLEX Travis Homer,1,5.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX James Washington FLEX Chris Boswell FLEX Penny Hart,1,5.0,1181,0.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Freddie Swain FLEX Benny Snell Jr.,18,7.0,1181,7.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX Steelers  FLEX Freddie Swain FLEX Ray-Ray McCloud III,1,5.0,1181,0.0
CPT Steelers  FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Diontae Johnson FLEX Chris Boswell FLEX Jason Myers,2,11.0,1181,0.0
CPT DK Metcalf FLEX Najee Harris FLEX Ben Roethlisberger FLEX Alex Collins FLEX James Washington FLEX Phillip Dorsett II,1,1.0,1181,5.0
CPT Chris Boswell FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Diontae Johnson FLEX Tyler Lockett FLEX Jason Myers,4,2.0,1181,3.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Freddie Swain FLEX Zach Gentry,2,1.0,1181,5.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Freddie Swain FLEX Colby Parkinson,1,0.0,1181,1.0
CPT Jason Myers FLEX Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Tyler Lockett FLEX Freddie Swain,3,3.0,1181,5.0
CPT Seahawks  FLEX Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Diontae Johnson FLEX Travis Homer,1,1.0,1181,1.0
CPT Diontae Johnson FLEX Geno Smith FLEX Chase Claypool FLEX Alex Collins FLEX Chris Boswell FLEX Freddie Swain,1,30.0,1181,1.0
CPT Diontae Johnson FLEX Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Freddie Swain FLEX Cody White,1,1.0,1181,3.0
CPT Gerald Everett FLEX Najee Harris FLEX Geno Smith FLEX Diontae Johnson FLEX Chase Claypool FLEX DeeJay Dallas,14,11.0,1181,7.0
CPT Diontae Johnson FLEX Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX Eric Ebron FLEX Colby Parkinson,2,0.0,1181,6.0
CPT DK Metcalf FLEX Geno Smith FLEX Tyler Lockett FLEX Alex Collins FLEX Chris Boswell FLEX Jason Myers,15,8.0,1181,1.0
CPT Alex Collins FLEX Geno Smith FLEX DK Metcalf FLEX Tyler Lockett FLEX Gerald Everett FLEX Chris Boswell,4,9.0,1181,0.0
CPT Alex Collins FLEX Geno Smith FLEX Diontae Johnson FLEX Chase Claypool FLEX Steelers  FLEX Gerald Everett,1,11.0,1181,3.0
CPT Chase Claypool FLEX Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Pat Freiermuth FLEX Ray-Ray McCloud III,9,10.0,1181,0.0
CPT Geno Smith FLEX Najee Harris FLEX Ben Roethlisberger FLEX James Washington FLEX Eric Ebron FLEX Pat Freiermuth,2,3.0,1181,0.0
CPT Tyler Lockett FLEX Najee Harris FLEX Chase Claypool FLEX Alex Collins FLEX Steelers  FLEX Pat Freiermuth,3,14.0,1181,4.0
CPT Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX James Washington FLEX Gerald Everett FLEX DeeJay Dallas,1,48.0,1181,0.0
CPT Najee Harris FLEX Chase Claypool FLEX Tyler Lockett FLEX Steelers  FLEX Chris Boswell FLEX Jason Myers,41,23.0,1181,22.0
CPT Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX Tyler Lockett FLEX Pat Freiermuth FLEX Travis Homer,5,14.0,1181,0.0
CPT Najee Harris FLEX Chase Claypool FLEX Tyler Lockett FLEX Steelers  FLEX Chris Boswell FLEX DeeJay Dallas,2,45.0,1181,0.0
CPT Eric Ebron FLEX Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Tyler Lockett FLEX Seahawks ,1,1.0,1181,1.0
CPT Travis Homer FLEX Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX DK Metcalf FLEX Steelers ,9,1.0,1181,1.0
CPT DK Metcalf FLEX Ben Roethlisberger FLEX Geno Smith FLEX Alex Collins FLEX Pat Freiermuth FLEX Ray-Ray McCloud III,1,3.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX Gerald Everett FLEX Chris Boswell FLEX Ray-Ray McCloud III,2,11.0,1181,0.0
CPT Tyler Lockett FLEX Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Ray-Ray McCloud III FLEX DeeJay Dallas,2,10.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX Steelers  FLEX Gerald Everett FLEX Will Dissly,1,14.0,1181,4.0
CPT Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Tyler Lockett FLEX Freddie Swain FLEX DeeJay Dallas,137,64.0,1181,28.0
CPT Najee Harris FLEX Geno Smith FLEX Tyler Lockett FLEX Chris Boswell FLEX Eric Ebron FLEX Phillip Dorsett II,1,0.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX Chris Boswell FLEX Jason Myers FLEX Freddie Swain,11,38.0,1181,1.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Tyler Lockett FLEX Alex Collins FLEX Seahawks  FLEX Anthony Miller,1,4.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Chase Claypool FLEX Ray-Ray McCloud III FLEX Penny Hart,12,4.0,1181,0.0
CPT Najee Harris FLEX Geno Smith FLEX Chase Claypool FLEX Alex Collins FLEX Freddie Swain FLEX Ray-Ray McCloud III,7,17.0,1181,0.0
CPT Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Eric Ebron FLEX Freddie Swain FLEX Travis Homer,2,4.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Chase Claypool FLEX Chris Boswell FLEX Freddie Swain FLEX DeeJay Dallas,3,75.0,1181,2.0
CPT Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Steelers  FLEX Eric Ebron FLEX Benny Snell Jr.,1,2.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Tyler Lockett FLEX Will Dissly FLEX Penny Hart,1,4.0,1181,0.0
CPT Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX James Washington FLEX Chris Boswell FLEX Penny Hart,1,4.0,1181,0.0
CPT Diontae Johnson FLEX Najee Harris FLEX DK Metcalf FLEX Tyler Lockett FLEX Gerald Everett FLEX Phillip Dorsett II,2,1.0,1181,6.0
CPT Alex Collins FLEX Najee Harris FLEX DK Metcalf FLEX Steelers  FLEX Seahawks  FLEX Benny Snell Jr.,1,0.0,1181,0.0
CPT Steelers  FLEX Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Chase Claypool FLEX Travis Homer,50,13.0,1181,28.0
CPT Diontae Johnson FLEX Najee Harris FLEX Chase Claypool FLEX James Washington FLEX Gerald Everett FLEX Chris Boswell,32,24.0,1181,13.0
CPT Diontae Johnson FLEX Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX Eric Ebron FLEX Anthony Miller,12,6.0,1181,5.0
CPT Jason Myers FLEX Najee Harris FLEX DK Metcalf FLEX Diontae Johnson FLEX Tyler Lockett FLEX Freddie Swain,2,2.0,1181,0.0
CPT Diontae Johnson FLEX Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX Eric Ebron FLEX Benny Snell Jr.,2,3.0,1181,4.0
CPT Freddie Swain FLEX Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Alex Collins FLEX Steelers ,1,6.0,1181,1.0
CPT Geno Smith FLEX Najee Harris FLEX DK Metcalf FLEX Steelers  FLEX Seahawks  FLEX Pat Freiermuth,2,1.0,1181,1.0
CPT Ben Roethlisberger FLEX Najee Harris FLEX Tyler Lockett FLEX Alex Collins FLEX Seahawks  FLEX Travis Homer,1,1.0,1181,0.0
CPT Ben Roethlisberger FLEX DK Metcalf FLEX Diontae Johnson FLEX Gerald Everett FLEX Chris Boswell FLEX Jason Myers,1,5.0,1181,1.0
CPT Geno Smith FLEX Najee Harris FLEX DK Metcalf FLEX James Washington FLEX Eric Ebron FLEX Pat Freiermuth,2,2.0,1181,0.0
CPT Ben Roethlisberger FLEX Najee Harris FLEX Chase Claypool FLEX Steelers  FLEX Chris Boswell FLEX DeeJay Dallas,1,14.0,1181,7.0
CPT Ben Roethlisberger FLEX Diontae Johnson FLEX Alex Collins FLEX Russell Wilson FLEX Steelers  FLEX Chris Boswell,1,0.0,1181,0.0
CPT Geno Smith FLEX Najee Harris FLEX Tyler Lockett FLEX Steelers  FLEX Chris Boswell FLEX Eric Ebron,1,4.0,1181,1.0
CPT James Washington FLEX Ben Roethlisberger FLEX Geno Smith FLEX Diontae Johnson FLEX Alex Collins FLEX Pat Freiermuth,2,9.0,1181,0.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Tyler Lockett FLEX DeeJay Dallas FLEX Kalen Ballage,4,1.0,1181,1.0
CPT DK Metcalf FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Gerald Everett FLEX Chris Boswell FLEX Jason Myers,1,9.0,1181,1.0
CPT DK Metcalf FLEX Najee Harris FLEX Geno Smith FLEX Steelers  FLEX Eric Ebron FLEX Travis Homer,1,1.0,1181,0.0
CPT Steelers  FLEX Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Chris Boswell FLEX Ray-Ray McCloud III,1,6.0,1181,0.0
CPT Chris Boswell FLEX Najee Harris FLEX Geno Smith FLEX DK Metcalf FLEX Steelers  FLEX James Washington,2,2.0,1181,2.0
CPT Alex Collins FLEX Najee Harris FLEX Geno Smith FLEX Tyler Lockett FLEX Gerald Everett FLEX Anthony Miller,1,4.0,1181,0.0
CPT DK Metcalf FLEX Geno Smith FLEX Diontae Johnson FLEX Alex Collins FLEX Gerald Everett FLEX Ray-Ray McCloud III,3,4.0,1181,0.0
CPT Chris Boswell FLEX Najee Harris FLEX Ben Roethlisberger FLEX DK Metcalf FLEX Tyler Lockett FLEX Ray-Ray McCloud III,3,1.0,1181,0.0
CPT Steelers  FLEX Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Jason Myers FLEX Anthony Miller,1,4.0,1181,1.0
CPT Geno Smith FLEX Najee Harris FLEX Ben Roethlisberger FLEX James Washington FLEX Chris Boswell FLEX Will Dissly,2,5.0,1181,1.0
CPT Tyler Lockett FLEX Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Eric Ebron FLEX Pat Freiermuth,5,9.0,1181,13.0
CPT Najee Harris FLEX Diontae Johnson FLEX Chase Claypool FLEX Steelers  FLEX Gerald Everett FLEX Ray-Ray McCloud III,2,11.0,1181,0.0
CPT Ben Roethlisberger FLEX Geno Smith FLEX Tyler Lockett FLEX Alex Collins FLEX Jason Myers FLEX Pat Freiermuth,1,4.0,1181,0.0
CPT Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX Tyler Lockett FLEX Eric Ebron FLEX DeeJay Dallas,23,32.0,1181,17.0
CPT Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX Chris Boswell FLEX Freddie Swain FLEX DeeJay Dallas,1,63.0,1181,0.0
CPT Najee Harris FLEX DK Metcalf FLEX Chase Claypool FLEX Chris Boswell FLEX Jason Myers FLEX Freddie Swain,1,31.0,1181,1.0
CPT Chase Claypool FLEX Najee Harris FLEX Diontae Johnson FLEX Tyler Lockett FLEX Pat Freiermuth FLEX DeeJay Dallas,2,40.0,1181,1.0
CPT Najee Harris FLEX DK Metcalf FLEX Tyler Lockett FLEX Steelers  FLEX Gerald Everett FLEX Will Dissly,1,12.0,1181,1.0
CPT Alex Collins FLEX Ben Roethlisberger FLEX Geno Smith FLEX Diontae Johnson FLEX James Washington FLEX Ray-Ray McCloud III,3,3.0,1181,0.0
CPT Jason Myers FLEX Najee Harris FLEX Ben Roethlisberger FLEX Geno Smith FLEX Tyler Lockett FLEX Will Dissly,2,1.0,1181,0.0
CPT Alex Collins FLEX Ben Roethlisberger FLEX Geno Smith FLEX Tyler Lockett FLEX Gerald Everett FLEX Pat Freiermuth,1,7.0,1181,0.0
CPT James Washington FLEX Najee Harris FLEX Geno Smith FLEX Tyler Lockett FLEX Alex Collins FLEX Chris Boswell,13,13.0,1181,12.0
CPT Najee Harris FLEX Ben Roethlisberger FLEX Diontae Johnson FLEX Steelers  FLEX Freddie Swain FLEX Anthony Miller,3,15.0,1181,2.0
